id,email,review,date
276,sarahjones@hotmail.com,I like this place so much! Unpretentious. Everything is made from scratch. Service is amazing. Lots of small plates. Great wine deals... Definitely worth a trip.,2024-01-09 09:17:14
24,lisasmith@protonmail.com,"You will never go away hungry...and your wallet will not be much lighter.  Good food, good prices and wonderful staff.",2024-01-12 13:38:24
240,rgarcia@yahoo.com,"I've only been there a few times but it was a nice place - good staff, they mix drinks well, and it's a friendly atmosphere.",2024-01-20 01:21:16
129,david418@outlook.com,"TERRIBLE service policies. If you have a groupon, I would get your money back from groupon & purchase something else. I've had terrible experiences on 2 occasions(i walked out the first time and was forced to go the 2nd time)simply because management wants to be difficult. Rather than satisfying and building a loyal customer, they would rather screw their customers out of their money.  I guess it makes sense since I imagine no right minded person would go back a 2nd time, so they may as well get what they can on your first visit. Charging a party of 3 the price of a party of 4 makes no sense. At min. I should have received the 4th meal to go or been served posrtions for 4 people...not just get robbed of $43. If your not going to follow your fine print on Gift certs, then you shouldn't have it. The food was just Okay... I have definitely had better like food for a the same price or even less. I absolutely will not go back to this place. They are not accommodating whatsoever and apparently on the verge of shutting down if they are so desperate for an extra $43 dollars that they are willing to not obey their own policies and sacrifice the customer experience.",2024-01-20 13:58:03
66,erodriguez@gmail.com,"This place is an all-you-can-eat rodizio-style Brazilian BBQ (a churrascaria). If you haven't had it, it's quite an experience! The waiters will come to your table with skewers of various meats (steaks, ribs, sausages, ham, pork, lamb, etc.) until you flip the wooden ""sinal"" so the red side is up (green means go, red means stop). Oh, and there's also salad. And the desserts! You'll want three.It's on the expensive side (dinner is $30 per person + drinks + desserts) but it's well worth it to try at least once.",2024-01-21 13:15:32
291,lisawilliams@gmail.com,"They don't take credit cards.  That's a non-starter for me.  This is 2012, suck it up, I never have cash, it's the cost of doing business.  The food is too mediocre to pull the ""no credit cards"" thing, David's Jamaican in Monona is WAY BETTER.",2024-01-21 13:32:46
103,michael.martinez20@protonmail.com,"I am Turkish and Med Fresh Grill does not do a good job to represent Turkish food. Their doner (gyro) is not good at all. Their Adana kebap was ok when they started their business but now it is disaster to eat. It was only choice to eat some Turkish food in Valley. Luckily, now, there is a new Turkish restaurant (called as Turkish kitchen on Warner Ave -between Arizona and Alma School Rd in Chandler) opened last week. If you try their food, you can definitely understand how Turkish food should taste. I hope with this  new Turkish restaurant, Med Fresh Grill can reconsider their menu again to find the true essence of Turkish food.",2024-01-22 03:29:55
34,davidgarcia@hotmail.com,"Okay beside the fact that this is not real mexican food it was just sad to even call it food, on my first visit i made it my last the food is disgusting but i managed to eat something. . Then on my way out was the worst part i went to wash my hands and the bathroom was the worst thig i had ever seen there was vomit and shit everywhere seriously a health and safty violation please don't bother bringing ur family or friends here unless u want diarrhea!",2024-01-22 11:35:16
51,michael.miller30@protonmail.com,"Great church. Very diverse. The pastor tells it like it is.  The choir and music is awesome !!!  If I have to find a complaint, it would be sometimes its hard to find a sit because people save seats but the ushers usually work it out.",2024-01-22 17:04:17
226,michael.rodriguez@yahoo.com,Two weeks ago we decided to try their poutine.  The staff was very disrespectful and the food was terrible.The smokers in front of this dive should have been a dead give away!The lack of basic English on the menu to allow a customer to decide what was being offered was deplorable.Never again!,2024-01-23 11:38:40
232,osmith@outlook.com,"Great place for lunch!The reviews on yelp don't do this place justice.  The food coming out of the kitchen looked great --- especially the gyro's and french fries.I opted for the Quad-S (my term not theirs) Summer Sensation Salad with Salmon.  Big salad, not skimping on the ingredients, and nice piece of fish on top.I'll definitely be back. (once I finish my tour of lunch spots in Pittsburgh, I'm on about 45 without repeating)Plenty of seating, and they move you through quick despite the lines....",2024-01-23 22:24:26
83,michael.miller30@protonmail.com,"I never thought I'd say this but this place is better then my Cuban grandmothers kitchen. I seriously had to stop eating and compose myself because I was about to have a Food Orgasm (yes this sounds raunchy) but I cannot describe it any other way. Plus what better place to have one of those, then in Vegas, across a strip-club and the famous Little White Chapel of Love. Everything was magnificent (and I seriously tried everything). I'll definitely be making a trip back to Vegas just to eat here.",2024-01-24 10:31:21
280,orodriguez@outlook.com,"My husband enjoys sending me flowers almost as much as I enjoy receiving them.  When he says he wants ""Over the Top"" the Rose Shack knows exactly what he means.  The Rose Shack supplied the flowers for our wedding 3 years ago and we have been using them ever since.  This past weekend they supplied the flowers for my mothers memorial and today, 4 days later, they are still beautiful.  The service at the Rose Shack is both professional and personal.  I would highly recommend the Rose Shack to anyone looking for a top notch florist!",2024-01-25 12:11:12
236,michael.miller30@protonmail.com,"Madison needs more gastropubs, it's true. Brasserie V is here to answer the prayers of the people. Great beer list, amazing and decently priced wines. Best mussels and frittes I have had in ages! Excellent service. And was the perfect setting for a romantic date! I will be back!I'm getting hungry just thinking about that dinner, it was exceptional.",2024-01-29 22:20:44
243,jamesdavis@protonmail.com,FABULOUS ! When i lived in Phx i craved a cheese steak having had some of the best this one is great  . This area is a mixed bag of nuts & NEVER thought I would find this winner in the SW. I miss this area if i ever get back I will be getting a cheesesteak from here .,2024-01-30 13:30:15
265,davidbrown@protonmail.com,"The real deal...it's my ""Lotus of Siam"" of Vietnamese food...(at least here in Vegas...)My husband, the chef, eats here weekly with the boys from the kitchen and a few chef buddies from around town...They always sit in Ben's section - he makes great recommendations when Chef is feeling like having more than 11 (pho) and some orange chicken (hey it's usually 2am so he's entitled to be a creature of habit of sorts...).  Since I work more normal hours, I rarely meet him -- but when I can, it's always a treat...Last night, since I had the day off today, we went -- and it was yummy!  Ben was there and in addition to my usual can't miss dish (the salt and pepper calamari -- with jalapeno, green onions and crispy garlic), he suggested the Vietnamese salad with chicken -- it was brilliant!  Crispy cabbage, crunchy crushed peanuts, fried shallot rings, crispy garlic , tender pulled chicken, cilantro and a misoginger dressing that was perfect -- I love salads that are balanced in flavor, texture and acidity... he said they make it with duck, beef, shrimp, calamari, just about every protein they have in house...  Then he suggested we try the lamb -- I know...lamb at Pho  It was phenomenal -- tender lamb chops with Chinese spices, grilled to medium rare...over a cold, crispy romaine salad -- again another great dressing -- not sure about ingredients in this one though...Then he told us they had venison...but by the time he got back with sauces it was 86d, so he ordered the beef for us.  Out came a large, smoking hot black river rock -- a plate of sliced beef, with chunks of butter and limes.   He melted the butter on the stone, then put the beef on it and we cooked it to our degree of doneness -- squeeze of lime -- a dip in the sauce, and it was tender and delicious and took seconds.   That rock wasn't going to cool down anytime soon...Last night, the spring rolls weren't that great, and the dumplings were tough -- so I'll avoid them next time.  Hey, I can't eat everything...so it's fine with me -- but I'm still looking for Vegas' best potstickers... But for a chef to come, and when he's in the mood, for the experience to be totally different -- that many think is just same ol, same ol --  and for us to be treated like royalty (uh, we're not Asian...), is a real treat.  I've been in a few times by myself for a quick lunch -- and they always remember me.  It's nice because I'm not the kind of regular that I'd love to be...",2024-01-31 17:36:01
115,rmiller@hotmail.com,"While rethinking a trip I took to Myanmar a few years back, I really don't remember eating anything typically Burmese. Just chicken, rice and fish really. After eating here, it made me want to go back and see what I missed.I came by here last night on a whim with some family members not really knowing what to expect. Starting off, we ordered samosas which were good, but not great. For our main courses we had Beef Marsala and the Chicken Basil with jasmine rice. The portions weren't huge, but it was just enough to split three ways and not feel overly full. Those two dishes were made up one of the best tasting meals I've had in a long time. Describing the food and the flavor is hard to do because it's not as hot as Thai, not as spicy as Indian, but definitely not Chinese. It's kind of this weird ""it's like this, but not like that"" mix which makes sense given Myanmar's geographical location. Regardless, it's some of the better tasting food I've had in Scottsdale and is surprisingly well-priced. If you've ever had an ABC drink, they have a desert that's alot like that. I forget the name, but it was the perfect way to end the whole meal. The mango-raspberry sorbet was also ridiculously good as well.",2024-01-31 17:50:37
93,olivia.martinez@hotmail.com,"I've tried to give this McDonalds a chance but my patience has run out. The only reason why I came here as much as I did is because I like the $1 iced coffees. But it's not even worth it. This McDonalds is poo and so is most of the staff. Whenever I want to go through the drive-thru I can't because there is a line of cars wrapped half away around the building. And even when the line is shorter there's always a hold up of some sort. So most of the time I just park and go inside the restaurant. Today was a horrible day. I ordered an iced coffee (no cream or sugar) and a chocolate chip cookie. It only takes 30 seconds to fill a cup with coffee and 30 seconds to take a cookie out of the case. I waited 10 minutes!! Sorry but that's too long just to get a coffee and a cookie! It's not like I ordered a meal! During that time I saw people come in after me and get their milkshakes and iced coffees within two minutes! WTH! I told the petite sleepy eyed cashier I wanted my money back! Her eyes opened wide in surprise, like I really woke her up or something. She said,""Youre the one who ordered the iced coffee I can get it for you!"" For real She was the one who took my order! I told her I waited too long and I just want my money back. The manager offered to make my iced coffee, but  I refused because I had just had enough.There are *few* employees there who work hard but everyone else is dragging their feet. There is no organization or teamwork, everyone is scrabbling. It looks like none of them want to be there. I used to work in fast food and I know it sucks, but come on!I'm sorry but I can't recommend this Mcdonalds. It's poo. I'm not coming back here anymore. Guess I'll be going to Starbucks- and their iced coffees taste better anyway!",2024-02-01 05:26:00
214,olivia.davis24@yahoo.com,"I would give zero stars if I could. What a terrible experience. We went there for lunch, it was packed and we got seated at a long table where other people were seated a few seats down at the same table. Like a school lunch situation. They kept forgetting about us. It took forever to order our food and the people seated long after us got their food first. We inquired about our food and were told it's coming. Then a waitress came by and told us they were out of Indian curry and asked what else we wanted. 45 minutes in and they are just now telling us that they haven't even started our lunch!!!! Hungry and outraged we left. It should be noted that the table next to us got up and left without receiving thier food bc it took so long and they had to get back to work. I would never recommend this place. Avoid it if you can.",2024-02-01 23:17:20
154,emily238@hotmail.com,It's Valentines Day. All I have to say is the service was pretty horrendous and food was subpar(Pad Thai tasted like ketchup! And my husbands roasted chicken was frozen in the inside but cooked through! I don't know how these things happen....) But the mints were good. *prepacked mints*,2024-02-02 23:48:28
91,robert.brown59@hotmail.com,"Moroccan food in Phoenix What How had I been working a mile down the street for a year and a half without trying this placeWell, I finally stopped by. It's a little confusing when you walk in, because it's really a small operation... Didn't know whether to just pick a table, or let the lady working there seat me, or what. But once I got situated, things started getting a little more relaxed.The menu is impressive indeed, with a good six or seven dishes that were all calling my name. I ended up opting for the lamb tangine with soup and rice, and the lemonade. The lemonade is as good as any delicious lemonade you'll find at a Mediterranean place, by which I mean it actually tastes kinda like lemon.  I like that they make it a little tart - the same way they do it at my favorite Lebanese places.The soup was a tomato based soup with carrots, chickpeas, lentils, spices, and possibly some other things. It's OK, I'm not a huge fan of that kind of soup, but it went down nicely, even on a 110 degree day.Of course the tangine was what I was looking forward to most - the only way I can describe it is succulent. The lamb is fall-off-the-bone tender, and presumably cooked in the clay pot after which it is named, along with some figs and an aromatic sauce. To complete the meal, I had some baklava for dessert. I figured I might as well try it, since I hadn't had baklava in awhile. It was delicious. It was drizzled in a light syrup, and wasn't quite as overwhelmingly rich as baklava can be sometimes. This is definitely a place where you can expect to relax - it's a small operation. But just savor it, you're in Morocco!",2024-02-03 10:14:51
100,ewilliams@gmail.com,"This is one of my favorite Madison restaurants.  The best part are all the delicious Belgian beers on tap.  You can try all sorts of different flavors and be amazed by them all.  In addition the food is very delicious.  The menu is small but they do everything on it well.  I had a special which was a sliced sirloin on top a parmesan potato puree, which was amazing.  I have also had lunch there which is cheaper and still very good.  The place is small so it is sometimes hard to get a seat, but it also makes it quite cozy.  The only problem is the service can be a bit slow.  You just have to flag waiters down to get things.  Overall a great restaurant.",2024-02-04 08:33:58
74,sarahjones@hotmail.com,Best dogs and dirt cheap. You can't go wrong. And of course... cheese sauce! But sadly cash only...,2024-02-04 13:00:40
231,lisasmith@protonmail.com,"Food was bland and overpriced. My tofu pork soup cost $9 and had a total of 6 tiny strips of pork suspended in a cesspool of tofu slop. The bathroom was disgusting and had no paper towels. Awesome to realize this having already gone in and washed my hands only to have to open the door with my bare hands THUS DEFEATING THE POINT OF WASHING MY HANDS IN THE FIRST PLACE. The water was served in those crappy plastics cups you're accustomed to seeing in china town restaurants. Like my silverish-gray car, it's difficult to determine if these cups are dirty or not, which is ideal for restaurants that have no measure of upkeep  (and ones that have several kinds of STDs on their toilet seats). I never eat at Chinatown restaurants voluntarily and I'm always disappointed when I do.My star in this one-star review goes out to our server, who did an exceptionally good job given the mediocrity that surrounded him.",2024-02-05 16:16:11
68,olivia.garcia@yahoo.com,"All I can say is YUM!  This is my new favorite place.  Not only can you build your own salad, but the premade ones they prepare are excellent too!  The broccoli salad is a must try, and the won ton chicken happiness salad.  I've already been 3 times since I first went a week and a half ago and still haven't made it to the soups, but the selection is great and they all look amazing!  I will try next time and report back.  Also, the lemonade mixed with the strawberry lemonade is soooo good!  I could go on forever... eat at Sweet Tomatoes!!!",2024-02-05 17:39:08
62,emmamartinez@outlook.com,"I have noticed the trend in all the location but today was the worst.  Coffee was cold and the cream was warm.  The lettuce had a faint smell of bleach or   There was almost no breads out but a few drier ones.  I took one and it was cold and soggy.  No one cleared my table or even spoke to me though there were people doing that at other tables.  The frozen desert, chocolate, had no taste at all.  It was cold, creamy and without any flavoring.  The lady at the registered dropped 2 large stacks of glasses (all glasses are plastic or paper).  She and others picked them up from the floor and stacked them back up.  I watched as they gave them to the new customers.  What do you think would be on a floor There is always lots of food but they obviously care nothing about food temperatures or bacteria on their dishes. I will not be returning.",2024-02-05 18:20:47
113,sdavis@outlook.com,"This is my favorite spot in Pittsburgh!!This was the first time i drank grass tea,and it was pretty god.and the food was spicy and yummy.  We went there on a Saturday,walking through the busy streets the name did catch my eye,and i still pronounce it in a funny way as-""My Nockh""(Try the nasal sound,its funny)   Its a simple place with simple people and great food:) -Smriti",2024-02-06 05:17:46
285,david.martinez@gmail.com,"The food is great, not to mention the soft jazz in the background.  I get lunch and dinner from here on a regular basis.  Everything is tasty.  Mango shrimp all the way!  I also love congee and shimp dumplings.  Mai Tais and Singapore Slings!  The owners are super nice and Steven is an awesome waiter.  And they have outdoor seating that's dog-friendly!  What!  Yes.  Bring everybody and the pooch!",2024-02-06 21:57:01
292,osmith@outlook.com,,2024-02-12 17:10:50
6,james420@gmail.com,IM IN LOVE. i used to work at joanns and was discouraged by the high prices of fabrics. I then found SAS and was in heaven! The store is pretty organized so it's not hard to find things and for the most part the employees are extremely busy. I could spend hours in there I just wish I had something to make all the time.,2024-02-13 16:46:43
60,owilliams@outlook.com,"I just finished a half day rental with AOA. They were great! We are a family with a small child (2 year old), and we were able to rent two adult bikes and a trailer. The bikes were comfort-ride, and definitely were, and the trailer was light weight and super easy to use. Friendly, knowledgeable staff who gave us directions, and even recommended a place for lunch! We will rent with them again theme time we're here!",2024-02-14 20:22:44
213,david.rodriguez91@yahoo.com,"It's very simple. These are ""some"" of the best chicken wings around. I said ""some"" since I have not tasted a large number of establishments that serve them. I'm selective when it comes to wing sauce, and favor the vinegar based "" tangy"" sauces. TLC's ""Red Tang""sauce it my favorite. Just the right amount of heat for me. For those of you who love to show off how hot you can stand it, there is a hotter sauce. I know this because it's called ""X-tra"" hot.  The inside of the restaurant is small and basic. The young lady who runs the register is very congenial and is quick to tell repeat customers how much she appreciates them. I order all ""drummies"" and the amount of meat on each one of those is more than just about any other wing place that I've tried, however ""Sticky Fingers"" (Ballantyne) has the same amount of meat as ""TLC"".",2024-02-15 21:54:56
8,robert991@hotmail.com,"It has taken me a long time to write this review.  This was one of my first favorite restaurant in Las Vegas when we were thinking of moving here a couple of years ago.  I had been and tried everything and loved it. Then my wife,  our friend that introduced it to us, and I went together.  The food was great,  we're trying everything.  My wife ordered a Turkish Coffee,  she was drinking it and enjoying it.  All of sudden she got very quiet.  I asked her what was wrong.  She pointed to her coffee cup.  I looked into it,  and thought I saw a coffee bean.  I said so.  She told me to look again,  which I did.  There was a cockroach cooked in the coffee. My wife was nauseated. We called over the waitress, showed it to her, and here is the part that earned the one star, she did not even really react! She just said she will take the price of the coffee off the bill! And then we started really looking around and saw two more dead cockroaches.I am not saying she should have brought the owner out, told the chef, had him prostrate himself begging his forgiveness or anything. I am not saying she should have offered the entire meal comped. I am saying she should have reacted a little, look at least surprised!This was and is the greatest dining disappointment I have had in Las Vegas yet. I still look for the perfect Middle Eastern restaurant here and have found a few good ones.",2024-02-16 19:28:36
147,sdavis@outlook.com,"Pushiest staff I've ever encountered.  My wife and I recently purchased a new home, and had LOTS of spaces to furnish.  We spent many weekends hitting up the furniture stores along Scottsdale Road, and before going in to Thomasville we looked at their online selection and were impressed.  So... we headed to the store.We were used to the introductions upon entering furniture stores by the sales associates, followed by the occasional ""how are you doing"" and ""can I help you with anything""s.  But the salesman that greeted us here WOULDN'T LEAVE US ALONE.  He shadowed us as we walked throughout the entier store, commenting on EVERY SINGLE THING WE STOPPED TO LOOK AT.  My wife and I had ZERO opportunity to chat amongst ourselves during the entire 20-30 minutes we were in the store.  We consistently made eye contact with each other, trying to figure out how we were going to squirm away from this guy.  Finally, we escaped and needless to say, never went back or bought anything.  It's unfortunate, since their selection actually was good and we may have very well bought some major items from them.  Now, we just laugh every time we drive past the store and talk about the salesman in there that we'll never forget.",2024-02-20 08:02:00
39,osmith@outlook.com,"we went here late 2010 and had a buy 1 get 1 free coupon. the wait time was terrible and the entertainers were amateurish. we ordred appetizers and drinks and then our 2 entrees came. they came in small plates(lunch portions) . we complained and they said they split the dinner entree to make two. we complained but the manager wouldn't budge. well, we didn't either. we paid for our drinks and appetizers and left, but not before yelling out  ""this place is a fraud !"" i am of spanish descent and this place is a disgrace to my heritage.",2024-02-23 05:48:40
13,michaelrodriguez@yahoo.com,"I came here this morning for sisig, but apparently the lady's husband makes it and he was out on a run, so sisig wasn't available. I also called around 5:30pm to try again and order sisig, but the lady who answered said they were closing. It says they're open until 7pm though Ugh... This place is not consistent. Terrible.",2024-02-27 01:49:33
75,robert991@hotmail.com,Nothing vegetarian.  Unless you want Edamame for a meal.,2024-02-27 13:17:57
179,john.martinez99@outlook.com,"Goddess got it right.  This place is pretty, and it looks so promising.  Big disappointment.   There was nothing for vegetarians.  The food was mediocre at best.  I'd choose Pho Nhat over this pretty restaurant any day.  Don't judge a book by its cover.  No good.",2024-02-28 00:52:30
7,robert.jones@gmail.com,"My man loves beer, but we both hate bars. That's why this classy little beauty less than a mile away from our house was a definite must-try. Let me begin the review by letting you know, up front, that we really enjoyed everything about the place. Minimal complaints! We visited Sonora on a Friday at around 7:00...there were a few parking spots left in what is really a very ample parking lot for downtown Phoenix. I mean, damn! There must be at least 20 spaces. I'm a worrier and I stress out about things like, ""WHERE WILL WE PARK!"" before I go anywhere. I know...I know. So, I was pleased to see that I needn't have gifted myself with an ulcer over where we could park without getting towed or ending up on blocks. Sonora Brewhouse is comprised of two buildings, joined by an outside dining area between them. The building you first walk into, (the older building, I perhaps incorrectly surmised), is small and was filled with many jovial patrons on our visit. We wouldn't have wanted to sit at the bar, but we couldn't have, anyway! It was completely full, as were almost all of the booths and tables. We made our way to the outside seating area, and were about to sit down when we noticed the second building...right on the other side of the outdoor seating. We ventured in, and it was much less full than the other building, but several times as noisy. Oh, well. We sat down and surveyed our new environs. I've read several reviews on here vaguely bashing the ambiance of the restaurant - I found nothing to complain about. Then again, I like faux exposed-brick walls and dark wood paneling. ""Duly noted."" Alright, cool. Thanks. I also liked the kind of fun, amateurish canvas paintings of the images they pair with each of their beers that are strewn about said exposed-brick walls. Plasma TVs abound, which I hate, but I know people eat that technology crap up so I guess it's worth mentioning. Our waitress was just friendly enough, avoided all bitchiness, and was on top of things without being obnoxious. In other words, perfect. My boyfriend ordered the pale ale, (I think it's called The Stinger Something like that), and I, not a beer drinker in the slightest, decided to throw caution and personal preference to the wind and have a Vanilla Porter. Because, you know. It would taste like vanilla. And...vanilla is for girls. Like me. That don't drink beer. My boyfriend chuckled at this logic, and told me I wouldn't like it and that I didn't know what I was ordering. ... Yep. Just about right. As far as beer goes, I did like the kind of bitter and still beer-like hint of baked goods flavor, but it was not anything like I cluelessly imagined. I still drank it! My boyfriend really enjoyed his pale ale with no criticisms. My boyfriend ordered the Tavern Steak with steamed vegetables and steak fries, and I ordered the Santa Fe Chicken Sandwich with the kettle chipschipotle ketchup. We were both very pleased with our entrees...the jalapeno butter () on the steak is pretty tasty. As for the sandwich, I'll eat anything if it is slathered in guacamole. The steak fries were as good as steak fries ever are, and the kettle chips are as good as all of the other reviews have told you. I don't eat potato chips and I hate ketchup, but I loved the combination here. Fun tip: I tried putting some of the chipotle ketchup on my sandwich, and it tasted really gross. Maybe limit your use of the ketchup to its intended, menu-endorsed purpose. When we were done, we had no problem getting the bill, paying the bill, and getting out. The parking lot was completely full when we left, and there were two cars jockeying for our spot. That was probably around 8:00 - 8:30 PM, so if you're a damaged individual like me who finds cause to stress about parking, go earlier than that. There were a lot of other options on the menu that sounded like they might be on the ""delicious"" side. If you are like us, and not into the drama-filled 20-something bar scene downtown, this might be a nice alternative. It's so close, and we were both really down with the experience...we will definitely be back.",2024-02-28 02:05:33
245,robert754@yahoo.com,Wendy did just help me to get auto insurance.  She's amazing sweet efficient it was a great experience!,2024-02-28 17:10:54
124,ewilliams@gmail.com,I have been sampling falafel all over the west coast since the 70s ... this is one of the my two favorites.,2024-02-28 19:02:42
210,emily348@protonmail.com,"This place is amazing. Very easy to find. I am out there almost every weekend and the staff pretty much knows me by now. Everyone here is polite and very helpful. They're only open fri-sun and they've started their summer hours which is 7am-1pm. Makes sense since I don't think anyone would like to be out in the summer heat mid-afternoon. Once getting into check-in, if you're a first timer to the range, they will make you watch a video which covers range safety and rules. After you're done watching the video, you pay $7 and you're off. They also rent scopes, ear muffs, and safety glasses. Also, they will give you a punch card. On your 5th visit, your range time will be free that day! So that's pretty awesome. They also sell a membership which is $75 (I think, its around there Lol) for an entire year. Being a member let's you come to the range without paying a entry fee which is very useful especially for me because I'm out there every weekend.I'm so happy to have a range near me. Everyone is so nice and as soon as you get there, they make you feel like family. This place definitely beats Ben Avery.",2024-03-01 22:03:14
58,davidgarcia@hotmail.com,"I absolutely love this place.  I bought so much and such a reasonable price. As an interior decorator, this is the place to go for any look.  There are tradional styles, young and funky, ecclectic, definately one of a kind.  And the prices Almost unbeatable.It is now a year later and I'm still shopping here.  I LOVE it, it continues to amaze me at how cool their stuff is.",2024-03-02 15:56:57
157,sarahjones@outlook.com,"Got in line with my daughter when we observed the lady in front of us returning a few donuts. Expecting the donuts to go in the trash per food regulation, I walked out after seeing them being placed back with the other donuts to be sold (again).",2024-03-04 01:14:06
